Date,Open,High,Low,Close,Adj Close,Volume
2011-02-09,120.980003,121.279999,120.459999,120.980003,97.382324,139650
2011-02-10,120.400002,121.160004,120.160004,121.019997,97.414490,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,98.026268,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,98.267738,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,97.913551,82150
2011-02-16,122.099998,122.599998,121.980003,122.419998,98.541420,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,98.911713,158250
2011-02-18,122.959999,123.220001,122.680000,123.080002,99.072678,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,97.044243,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,96.496864,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,96.400269,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,97.446716,106350
2011-02-28,121.540001,121.940002,121.160004,121.779999,98.026268,208350
2011-03-01,122.279999,122.300003,119.699997,119.699997,96.351982,235350
2011-03-02,119.620003,120.559998,119.500000,120.040001,96.625656,176350
2011-03-03,121.080002,122.239998,121.080002,122.099998,98.283844,136450
2011-03-04,122.059998,122.059998,120.400002,121.199997,97.559402,168250
2011-03-07,121.599998,121.739998,119.599998,120.139999,96.706139,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,97.607704,106350
2011-03-09,121.059998,121.379997,120.500000,121.120003,97.495003,116450
2011-03-10,119.879997,119.879997,118.760002,118.900002,95.708000,267850
2011-03-11,118.400002,120.139999,118.400002,119.699997,96.351982,134350
2011-03-14,118.959999,119.260002,118.059998,119.000000,95.788506,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,94.725983,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,92.922882,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,94.082024,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,94.484474,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,95.917297,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,95.579224,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,95.885109,204150
2011-03-24,119.820000,120.379997,119.199997,120.239998,96.786644,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,97.074516,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,96.864288,166150
2011-03-29,119.699997,120.620003,119.300003,120.580002,97.494957,110950
2011-03-30,121.239998,121.739998,121.120003,121.400002,98.157951,105550
2011-03-31,121.300003,121.559998,121.099998,121.239998,98.028580,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,98.481361,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,98.529892,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,98.529892,204950
2011-04-06,122.480003,122.500000,121.779999,122.220001,98.820969,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,98.643082,107150
2011-04-08,122.500000,122.519997,121.019997,121.540001,98.271133,86850
2011-04-11,121.680000,122.019997,120.919998,121.120003,97.931541,139650
2011-04-12,120.500000,120.599998,119.800003,120.239998,97.220009,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,97.252380,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,97.268532,78450
2011-04-15,120.500000,121.040001,120.220001,120.720001,97.608116,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,96.540848,151650
2011-04-19,119.620003,120.139999,119.320000,120.139999,97.139183,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,98.449020,173250
2011-04-21,122.379997,122.379997,121.940002,122.300003,98.885612,197850
2011-04-25,122.320000,122.400002,121.820000,122.180000,98.788620,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,99.645668,85050
2011-04-27,123.559998,124.239998,123.000000,124.040001,100.292519,72850
2011-04-28,123.900002,124.599998,123.860001,124.440002,100.615944,66050
2011-04-29,124.500000,124.879997,124.419998,124.800003,100.907028,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,100.680641,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,100.357185,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,99.678017,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,98.804764,98950
2011-05-06,123.480003,124.000000,122.279999,122.779999,99.273758,138550
2011-05-09,122.800003,123.580002,122.580002,123.279999,99.678017,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,100.502739,175550
2011-05-11,124.120003,124.120003,122.419998,122.980003,99.435440,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,99.969070,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,99.095848,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,98.481361,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,98.465195,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,99.386932,70550
2011-05-19,123.339996,123.459999,122.639999,123.080002,99.516289,266650
2011-05-20,122.860001,123.000000,122.000000,122.260002,98.853294,95450
2011-05-23,120.699997,121.160004,120.400002,120.800003,97.672836,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,97.591957,89650
2011-05-25,120.160004,121.500000,120.160004,121.099998,97.915367,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,98.303490,60450
2011-05-27,121.980003,122.400002,121.860001,122.120003,98.740105,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,99.726547,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,97.511108,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,97.397926,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,96.459999,148450
2011-06-06,119.059998,119.180000,117.940002,118.040001,95.441200,113250
2011-06-07,118.519997,118.940002,117.860001,117.879997,95.311844,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,94.923752,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,95.651443,43350
2011-06-10,117.839996,117.860001,116.400002,116.639999,94.309265,106750
2011-06-13,116.900002,117.220001,116.180000,116.720001,94.373924,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,95.586769,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,93.921158,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,94.099037,66050
2011-06-17,117.480003,117.500000,116.379997,116.699997,94.357758,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,94.891426,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,96.185074,132450
2011-06-22,118.660004,119.260002,118.199997,118.260002,95.619110,106050
2011-06-23,116.839996,117.900002,116.000000,117.860001,95.295692,260750
2011-06-24,117.320000,117.360001,115.800003,116.000000,94.247589,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,95.043808,77850
2011-06-28,117.480003,118.519997,117.360001,118.480003,96.262520,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,97.123779,125350
2011-06-30,119.940002,120.839996,119.820000,120.680000,98.049995,124850
2011-07-01,120.739998,122.599998,120.540001,122.500000,99.528702,139550
2011-07-05,122.400002,122.599998,122.000000,122.300003,99.366158,91850
2011-07-06,122.080002,122.639999,121.760002,122.480003,99.512451,94850
2011-07-07,123.580002,124.099998,123.379997,123.820000,100.601166,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,99.918686,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,98.066254,92750
2011-07-12,120.459999,121.419998,120.160004,120.160004,97.627518,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,97.968750,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,97.335022,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,97.871262,40350
2011-07-18,119.940002,120.019997,118.559998,119.440002,97.042542,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,98.618736,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,98.618736,90750
2011-07-21,122.000000,123.239998,121.779999,123.000000,99.934967,234250
2011-07-22,123.000000,123.199997,122.400002,123.099998,100.016197,90250
2011-07-25,121.879997,123.000000,121.800003,122.400002,99.447433,183650
2011-07-26,122.320000,122.500000,121.680000,121.879997,99.024971,138850
2011-07-27,121.199997,121.239998,119.300003,119.459999,97.058777,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,96.782509,169150
2011-07-29,117.959999,119.360001,117.440002,118.199997,96.035049,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,95.693771,435950
2011-08-02,116.959999,117.500000,114.779999,114.839996,93.305115,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,93.776321,380550
2011-08-04,113.879997,113.959999,109.839996,110.019997,89.388939,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,89.193993,538450
2011-08-08,106.019997,108.239998,102.540001,102.739998,83.474091,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,87.211525,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,83.425354,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,87.081512,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,87.780266,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,89.583954,225950
2011-08-16,109.220001,110.360001,108.239998,109.320000,88.820221,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,88.917709,160550
2011-08-18,106.580002,106.699997,103.739998,104.900002,85.229073,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,83.604103,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,83.669106,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,86.561554,301950
2011-08-24,106.320000,108.080002,106.059998,108.000000,87.747772,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,86.431541,294150
2011-08-26,105.660004,108.279999,104.019997,107.779999,87.569000,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,90.120155,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,90.282684,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,90.737694,214950
2011-09-01,111.739998,112.800003,110.540001,110.599998,89.860207,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,87.536499,150350
2011-09-06,104.720001,107.139999,104.639999,107.000000,86.935272,197950
2011-09-07,108.720001,110.040001,108.300003,110.019997,89.388939,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,88.446480,115650
2011-09-09,107.660004,107.940002,105.440002,106.000000,86.122787,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,86.740288,161350
2011-09-13,107.099998,108.059998,106.379997,107.639999,87.455254,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,88.690224,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,90.217690,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,90.753914,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,89.908928,82150
2011-09-20,111.120003,112.139999,110.440002,110.480003,89.762688,154550
2011-09-21,110.599998,110.860001,107.139999,107.139999,87.049011,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,84.319061,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,84.711296,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,86.770218,193850
2011-09-27,108.440002,109.279999,106.860001,107.419998,87.767021,617550
2011-09-28,107.699997,108.239998,105.080002,105.279999,86.018562,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,86.639488,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,84.580536,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,81.982346,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,83.779839,285650
2011-10-05,102.879997,104.820000,102.000000,104.580002,85.446625,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,87.097054,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,86.427071,627150
2011-10-10,107.739998,109.360001,107.660004,109.360001,89.352089,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,89.319412,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,90.136429,509150
2011-10-13,109.699997,110.440002,108.900002,110.160004,90.005745,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,91.492783,423450
2011-10-17,111.480003,111.599998,109.639999,109.879997,89.776962,309650
2011-10-18,109.839996,112.839996,109.000000,112.080002,91.574448,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,90.430580,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,90.839111,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,92.587616,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,93.764145,138550
2011-10-25,114.180000,114.180000,112.239998,112.540001,91.950302,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,92.832726,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,96.035522,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,96.133591,693650
2011-10-31,116.260002,116.339996,114.639999,114.639999,93.666092,153450
2011-11-01,111.540001,112.900002,111.160004,111.599998,91.182251,307150
2011-11-02,113.260002,113.760002,112.320000,113.360001,92.620255,122650
2011-11-03,114.639999,115.680000,113.040001,115.459999,94.336052,173650
2011-11-04,114.459999,114.900002,113.419998,114.800003,93.796822,147450
2011-11-07,114.639999,115.519997,113.639999,115.459999,94.336052,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,95.463585,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,92.015671,246850
2011-11-10,114.099998,114.199997,112.620003,113.639999,92.849037,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,94.662903,132650
2011-11-14,115.419998,115.480003,114.220001,114.739998,93.747795,359550
2011-11-15,114.519997,115.919998,114.120003,115.339996,94.237999,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,92.718323,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,91.231300,989950
2011-11-18,112.019997,112.180000,111.099998,111.500000,91.100548,188150
2011-11-21,109.900002,110.059998,108.480003,109.500000,89.466515,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,88.992592,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,87.113380,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,86.851944,75650
2011-11-28,109.260002,109.820000,108.639999,109.480003,89.450150,155550
2011-11-29,109.760002,110.500000,109.400002,109.800003,89.711609,134950
2011-11-30,112.900002,114.480003,112.620003,114.300003,93.388290,424450
2011-12-01,114.139999,114.839996,113.820000,114.220001,93.322922,107350
2011-12-02,115.400002,115.680000,114.139999,114.160004,93.273903,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,94.287048,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,94.368759,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,94.679222,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,92.636612,93450
2011-12-09,113.879997,115.540001,113.800003,115.300003,94.205338,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,92.849037,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,91.966629,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,90.937164,945150
2011-12-15,112.519997,112.620003,111.559998,111.720001,91.280304,82550
2011-12-16,112.519997,113.099998,111.639999,111.800003,91.345695,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,90.414223,454150
2011-12-20,112.339996,114.160004,112.339996,113.959999,93.110474,143850
2011-12-21,113.900002,114.379997,113.019997,114.300003,93.388290,182650
2011-12-22,114.699997,115.379997,114.500000,115.379997,94.270706,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,95.015373,256450
2011-12-27,115.379997,118.000000,115.360001,115.720001,95.114029,388650
2011-12-28,115.720001,115.720001,114.099998,114.300003,93.946854,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,94.801651,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,94.440002,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,95.837288,163250
2012-01-04,116.440002,116.919998,115.959999,116.800003,96.001701,448450
2012-01-05,116.279999,117.300003,115.680000,117.180000,96.314049,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,96.116768,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,96.264702,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,97.086655,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,97.185272,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,97.398956,202250
2012-01-13,117.699997,118.000000,116.820000,118.000000,96.988007,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,97.251022,324250
2012-01-18,118.320000,119.639999,118.099998,119.639999,98.335983,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,98.862015,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,98.862015,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,98.960678,130950
2012-01-24,119.680000,120.300003,119.480003,120.220001,98.812721,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,99.683952,254050
2012-01-26,121.860001,122.000000,120.160004,120.660004,99.174355,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,99.042847,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,98.714066,329650
2012-01-31,120.800003,120.919998,119.599998,120.040001,98.664734,157450
2012-02-01,121.000000,121.739998,120.860001,121.180000,99.601761,99050
2012-02-02,121.440002,121.660004,120.959999,121.419998,99.799042,143050
2012-02-03,122.599998,123.139999,122.379997,123.139999,101.212715,223150
2012-02-06,122.580002,123.019997,122.400002,122.959999,101.064796,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,101.377144,164250
2012-02-08,123.400002,123.699997,122.879997,123.599998,101.590836,259750
2012-02-09,123.900002,124.019997,123.139999,123.739998,101.705894,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,101.015457,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,101.788101,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,101.640152,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,101.196312,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,102.297676,438550
2012-02-17,124.900002,124.919998,124.320000,124.760002,102.544281,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,102.610016,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,102.264824,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,102.757980,328050
2012-02-24,125.279999,125.500000,125.000000,125.199997,102.905914,162950
2012-02-27,124.440002,125.800003,124.220001,125.419998,103.086739,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,103.448402,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,102.889496,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,103.563484,193450
2012-03-02,125.959999,126.059998,125.360001,125.660004,103.284027,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,102.840187,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,101.229172,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,102.034698,170350
2012-03-08,124.919998,125.599998,124.639999,125.339996,103.021019,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,103.415520,152950
2012-03-12,125.860001,126.019997,125.419998,125.879997,103.464851,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,105.322403,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,105.240234,709950
2012-03-15,128.220001,128.800003,127.879997,128.699997,105.782700,501650
2012-03-16,129.020004,129.100006,128.699997,128.880005,105.930634,272250
2012-03-19,128.880005,129.839996,128.759995,129.419998,106.374458,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,106.078560,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,105.914207,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,105.092247,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,105.503235,111950
2012-03-26,128.679993,129.520004,128.660004,129.520004,106.931526,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,106.634338,573550
2012-03-28,129.119995,129.279999,127.800003,128.539993,106.122429,201350
2012-03-29,127.779999,128.460007,127.260002,128.320007,105.940819,2612050
2012-03-30,128.919998,129.039993,128.240005,128.740005,106.287560,270750
2012-04-02,128.740005,130.119995,128.479996,129.779999,107.146194,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,106.733391,333850
2012-04-04,128.259995,128.380005,127.540001,127.919998,105.610580,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,105.577553,722350
